Density,Lat,Lon
231,49.99892673934693,36.33774434867704
231,49.99971021843311,36.337407853615076
231,49.999263204323675,36.336510533473096
154,49.99890751270711,36.33591979769764
370,50.00079841579823,36.33965722466107
409,49.9998768916344,36.33881708809163
370,50.001612080004136,36.340041984288014
645,50.00173245785084,36.33841263774355
370,50.002368636600934,36.34043932762642
231,50.002865094979306,36.33915803625435
308,50.002428498575945,36.33818539406275
231,50.00290999997684,36.337230259881515
231,50.002103482403925,36.33686818287163
154,50.00252479924194,36.33625015487201
1290,50.003796752455365,36.33815418052128
409,50.00313871147114,36.33610032989626
463,50.0040451978024,36.34119556456816
645,50.01167889164208,36.35040430027162
231,50.0121075879232,36.34942971165583
463,50.01224490388974,36.34846554643885
308,50.0129884128045,36.34821017300301
164,50.013782123020526,36.347758068062916
164,50.013914956938066,36.34810142095395
861,50.01351383647465,36.35189599974375
154,50.01420511827819,36.351623611731014
540,50.014220595511986,36.35085287815726
278,50.01324341045953,36.35063353058183
308,50.01413792747342,36.34965262672675
398,49.989721094579046,36.34110361184061
1013,50.014587313815014,36.35382176765854
154,50.01509748709098,36.35313512211511
463,50.01602359803402,36.35305221702025
231,49.990270289799206,36.34235434785521
861,50.01636384526216,36.35530055942923
463,50.016801278560344,36.353666915823695
231,50.01731071502067,36.35447222503533
370,49.99081538939021,36.341015428450596
154,49.99128001272081,36.34203582087474
308,49.990994691424,36.34298868418581
370,49.99172103872822,36.34100430325091
231,49.99179762227013,36.342065894291856
370,49.991743166720575,36.3431161361365
278,50.017634455586624,36.35656858789323
164,49.9933713157977,36.342733391357946
154,49.992554320303526,36.343704177280614
308,49.99303941627413,36.344650777905855
1115,49.99450623209235,36.345576049025205
861,50.01800781246619,36.357897936782216
154,50.018202040355426,36.35715266312801
164,49.99285655607135,36.34335764164312
164,49.992678615691084,36.34267443946197
154,49.99342765184772,36.343724910781965
370,49.99420672853571,36.341046575705086
540,49.99384509725875,36.3428973375323
231,49.994496583702556,36.342485102879365
154,49.99485544958887,36.34321510172855
370,49.9951168560413,36.34103033097469
154,49.99512873812172,36.34195449907197
385,49.995413907170956,36.34315591759842
154,49.99535449709184,36.34473316448445
154,49.99563966480721,36.34528150413396
370,50.021229523586015,36.3618433648929
370,50.02392967595861,36.3601903002178
468,50.02049872496936,36.36089697231986
576,50.02318801047049,36.3595608451957
738,50.02261293856564,36.36348723947151
1007,50.02453229075333,36.36585581875802
308,50.02521811325099,36.36541882926334
370,50.02569136517676,36.36387063793309
370,50.02484512328829,36.364844500235534
596,49.998822255195236,36.34109118529666
463,49.99932200066518,36.34278431098051
406,49.99990636203967,36.341459274965835
406,50.00042982028469,36.34146932878521
136,50.00102142171502,36.34168150810609
154,50.00138523518617,36.34232579317917
385,50.00098271800972,36.3432952315024
154,50.001203328803854,36.34461390842536
136,50.00181484114803,36.34192236227326
154,50.00212059440934,36.342699117202756
385,50.00176065683019,36.343638448745764
154,50.001934820511465,36.344981211143796
123,50.00256954503705,36.3423498785334
154,50.00292947656227,36.3431808256392
540,50.00248052930097,36.344794549059245
272,50.00679238798282,36.346671195026104
648,50.00723596082815,36.34771226310102
278,50.0059412420638,36.34745555562372
648,50.007615781497805,36.348944782782134
278,50.00692578207129,36.348783219961994
329,50.00872109975725,36.349637939366744
324,50.007672722759274,36.34983077240554
278,50.00695592788788,36.34972653832802
648,50.01185299410951,36.352808064853086
154,50.0111451931091,36.35302616579932
231,50.0113762902357,36.35386525012328
385,50.01177484643734,36.354647005704614
645,50.013239826100154,36.35450165538153
308,50.01279453318488,36.3554505468557
231,50.012012251855616,36.356174700875464
645,50.01487457196579,36.35650613479955
385,50.01470608843411,36.35811387402459
231,50.013701379850076,36.35825459002518
308,50.01391906849253,36.35684221827492
385,50.01520621501544,36.35938975687105
231,50.013874019829,36.35925343126076
385,50.01424976165677,36.36057307811588
642,50.01599574387142,36.35780518993632
247,50.017368892338624,36.36026785917921
247,50.01754596239031,36.360618801547496
247,50.01777146091314,36.36090615033227
553,50.02066573929465,36.36426971454989
370,50.019744499453594,36.36499553765564
727,50.02180523026522,36.36464085074606
370,50.02139988345293,36.36539356925078
630,50.020891098476746,36.366359485449195
1015,50.023893739603025,36.367215468239266
278,50.024465256929446,36.36892034349715
555,50.02388689947045,36.369843792199426
370,50.023942869851204,36.368473138753316
555,50.02276001526362,36.368264056024245
370,50.02339062590831,36.36782846700535
370,50.02274882091706,36.36707344603927
329,49.99778023039337,36.317014367662956
370,49.997173303329994,36.31735809460904
553,49.99758939661461,36.31857120118071
154,49.996944550042585,36.318083039114676
154,49.99713076330979,36.318887701860874
154,49.99659970874136,36.319354406237814
154,49.99641349341047,36.31863020976538
308,49.99588243092892,36.318480006049704
164,49.99752348115372,36.3205042253273
463,49.996193839034405,36.32010217804043
650,49.997388781295825,36.322183177221376
154,49.996345524773226,36.321178102173825
154,49.99668395630853,36.32197868142368
154,49.996202879362954,36.32226149474563
154,49.99585829712816,36.321511766612694
463,49.9953289457045,36.32121469949178
164,49.9972952703981,36.323797677326375
540,49.99594629464455,36.32319724337474
553,49.99712308617437,36.325264887518784
540,49.995747659565566,36.3248966422406
154,49.99633779743822,36.32569792521337
154,49.99574483717455,36.325593501832955
164,49.99704822133987,36.32693360184302
553,49.99623990356598,36.32651155734718
696,49.99833510652438,36.32748147261648
1290,49.99796601999709,36.33255572623391
231,49.998618117093116,36.33375791774932
231,49.99913330411772,36.3329451655315
154,49.99932865115832,36.334062207761065
231,49.998705649727036,36.33227576150885
645,49.99876000628562,36.33490157476327
278,49.99976837726792,36.33480255238964
278,49.99764714654417,36.34185909231423
1013,49.9973344776934,36.343540737613985
154,49.99881868474381,36.34302406684233
154,49.99847730518782,36.34256272686784
308,49.99814971646139,36.34360342398649
308,49.998755271480654,36.344379604427374
206,49.997331302924174,36.34663551093996
324,49.99799683426805,36.3460990691008
298,49.99808649063563,36.34681790115408
324,49.9980244208605,36.34790687807062
977,49.99883652420139,36.346653050800974
645,49.997330544716576,36.348111952839
367,49.99736739695436,36.350342562040396
645,49.99619476346142,36.3540601128272
103,49.99668978980478,36.35529149406034
645,49.99564050622727,36.355816535979265
650,49.99640550874435,36.35747245769787
550,49.996161354550274,36.34498843482362
385,49.994954108942416,36.35884428530987
154,49.99485061814321,36.360367126274255
370,49.99610095184754,36.346995769743494
136,49.9944795717967,36.35831562063457
553,49.996000776257404,36.349026662230884
532,49.9953239011821,36.34798677940474
154,49.99561502946474,36.3467998036046
154,49.99440940354547,36.35902961136867
511,49.99579386490233,36.350910895691676
385,49.99412861039285,36.35999327256694
154,49.99406316151361,36.361714214119026
398,49.995399355384464,36.353231082514796
128,49.993679989247504,36.35946856678754
231,49.99450078837045,36.35399164960621
154,49.993621296735405,36.36015727850672
154,49.99468281836235,36.35510665534487
385,49.9933391342439,36.36139794107874
154,49.993256906528075,36.36285092872236
231,49.99395055728472,36.35505223432951
136,49.9928008247936,36.36049595575935
154,49.99425522217966,36.356199322505354
154,49.99281681498893,36.36115613806333
308,49.993381039062534,36.35618457631439
385,49.99253246575455,36.36237455875963
154,49.99366493452587,36.35724624231698
131,49.99161432382651,36.361939184642694
308,49.99281088081163,36.35691012950951
136,49.99205804013729,36.361857550106734
154,49.99299013922752,36.35828070468488
231,49.992193370844014,36.35725656232463
555,49.99211703306038,36.3587482479363
231,49.99634641146602,36.317558749385114
21,49.98023059443454,36.310187016220134
67,49.98131168221927,36.30999767040992
31,49.98176684197478,36.31037590080208
41,49.9895012518533,36.3118239249725
41,49.99059603028884,36.31218557358734
41,49.99092367047409,36.31232504846335
41,49.99134039485368,36.31246685725706
57,49.99249264357362,36.31272552842044
41,49.99370144348698,36.3125742284205
41,49.994066997206296,36.312536677492346
231,49.9914303214891,36.350931975996815
231,49.99102471844013,36.351958805841946
553,49.99131651941673,36.34953586981671
231,49.99183251201319,36.35183422822233
154,49.991561114000426,36.35252217226702
154,49.99194240432131,36.34880110597705
231,49.99142306229297,36.34837895849508
231,49.99387114790569,36.35182685596746
154,49.99396922440581,36.353069135637945
231,49.99440589591771,36.351398233118836
231,49.99462072750283,36.35251337892875
231,49.993771291828075,36.34900993281343
645,49.994407781211876,36.350485607365215
154,49.99491074355579,36.349882140942135
193,49.994544244385935,36.34918466715172
154,49.99428301454726,36.34837499110119
36,49.98886529089621,36.30178976835396
85,49.98817400746754,36.301266703222325
85,49.988575700395984,36.30241090820643
31,49.98831049812423,36.30269374550361
95,49.989805113228755,36.29768989327577
57,49.98977946733982,36.298589981006494
46,49.98979308057479,36.29912109393934
41,49.9902198442548,36.29892692795889
31,49.99061952010921,36.29882382313801
62,49.991182760289526,36.299293147677965
123,49.98980897373185,36.3007228544082
103,49.99033609881658,36.30176930351362
154,49.99008369870737,36.303943192671895
21,49.98972171948191,36.30460428882068
21,49.99000663238747,36.30484765940461
21,49.9903405855298,36.30496026370462
59,49.99110251034374,36.30521321399366
31,49.989669863148755,36.30537025060678
21,49.98949198218726,36.30600585237673
21,49.98980447533444,36.30604697952906
21,49.990157830524026,36.30618157755384
21,49.98942707950831,36.30662275994903
660,49.98985207236894,36.30940223441766
203,49.99044225213912,36.30875293949635
278,49.98940871304613,36.30749017285527
501,49.99029830652166,36.30774541292778
36,49.98890729450941,36.30989952298309
41,49.98926428917546,36.31037865785605
41,49.98917504075766,36.3111578117233
41,49.98912609801047,36.311677247632026
164,49.98941643200576,36.3421395658882
1013,49.989450000407224,36.343636300962565
370,49.99015496755254,36.34553260390697
154,49.990607310518556,36.344990586703915
370,49.99067767459753,36.34417756089933
231,49.990198526692694,36.34331762976936
645,49.989829176340216,36.347657788641555
154,49.99041890069291,36.34681349261372
308,49.99078244648294,36.34769454501729
154,49.99047549852672,36.348633318221204
1013,49.99047986673807,36.35269316741371
154,49.991034317184976,36.354478688472355
231,49.99137596274348,36.35370906169184
329,49.99255347024433,36.35541500990374
645,49.99088245458161,36.35638024255451
547,49.99172355797288,36.363764709385926
547,49.99214308761611,36.36550568033242
154,49.99243623003808,36.36390171926417
547,49.99279834468062,36.367211565331
103,49.98596338716237,36.27924963593533
0,49.98674903119888,36.2809505809228
123,49.98668273838903,36.281563144856534
0,49.98744510016619,36.28250018567834
103,49.98831389371963,36.28450902676352
0,49.99350695049423,36.292814356862436
0,49.99376863983695,36.29316927895047
0,49.993626394530665,36.29246399541375
36,50.00598122727675,36.315607024991934
72,50.005584166873156,36.31423627365929
493,50.01236882137341,36.3256052359119
1601,50.01365598777491,36.32689193193567
370,50.012530469453075,36.32715898769062
370,50.013209579322705,36.327411115351104
370,50.01339228237572,36.32855910080724
370,50.01408516876065,36.328870237026536
861,50.01568548174893,36.32942985784794
370,50.01503280019292,36.33036493465326
1722,50.01938382963005,36.33282436154327
370,50.01808275290608,36.33295467374774
553,50.01906148182924,36.334140788087865
370,50.018271280101885,36.33493361188342
164,50.01863228757823,36.335701464852654
553,50.02028084366877,36.33475516856981
247,50.018989638338894,36.33844394853065
247,50.01872241903421,36.33823778450519
247,50.018448346408576,36.337996074958106
164,50.01964710196034,36.33825103303082
164,50.01938721001375,36.33898762031969
0,50.02110897610464,36.33396888185805
553,50.02090928158252,36.33563064191086
370,50.02158137977076,36.3360544309572
863,50.02216946077777,36.335073150512244
370,50.02222460620712,36.3364142550592
452,50.02636951436263,36.34061593245007
452,50.02612370305737,36.34136030899472
329,50.02636057579088,36.34237600025441
370,50.02679612445935,36.34464782073282
308,50.02586704534096,36.34541350579177
1108,50.028248282255646,36.33988278717123
863,50.02693112218573,36.340719250373596
370,50.02764160327367,36.34100926441248
370,50.027186565345104,36.34225154408311
270,50.028634937850576,36.34131610497409
362,50.027991629525594,36.34204086507317
648,50.003505653863044,36.34973082229068
324,50.00481175210784,36.348999661747
861,50.00358355627928,36.351896471022
648,50.00408761447255,36.35043519479336
329,50.0052748675235,36.34966154154053
391,50.00402635476109,36.35329771896258
648,50.00469963042616,36.35119506116593
278,50.004894608037766,36.353456145728266
329,50.00484925382949,36.35633872195127
164,50.004859302870024,36.35549963762732
324,50.00511161404427,36.35213461633461
329,50.005737996802765,36.35114960430214
324,50.005209419877396,36.35445335564896
278,50.00422279265906,36.35518939018299
329,50.00674416576852,36.35579072788645
828,50.00734899813845,36.35506715452837
370,50.00754708111253,36.3538900722665
329,50.00718664494844,36.35663437639434
501,50.00623586490064,36.355183567514686
501,50.00590358763221,36.354737150331935
141,49.98928909491636,36.242254323583076
31,49.98970997327313,36.24266368637517
141,49.989654928436636,36.24347151891926
31,49.98957517228891,36.24508672331466
87,49.98972454330799,36.24580663921251
162,49.990103547710824,36.251605484774636
49,49.99124124834294,36.25626916863047
573,49.990783088984884,36.25617212879876
93,49.990841577656575,36.258367654897896
46,49.990788937857644,36.25878613911158
0,49.99136992210579,36.26027812651089
308,49.99057202177964,36.26700625903485
370,49.991634984234366,36.26745005838719
452,49.991254558270825,36.26829414737164
447,49.979670510834495,36.285202111405006
208,49.97987981815945,36.28607923680485
98,49.99543084588647,36.30701400292737
206,49.99478668218251,36.31281379815819
41,49.99492111342671,36.30724420737249
41,49.99504782788806,36.30646788871882
21,49.99500299050295,36.30601301453159
41,49.99449851154802,36.30963405489605
41,49.99442845769737,36.310146222822105
41,49.994337387538955,36.31068018512784
41,49.994192608979105,36.3118461844555
370,50.011570874781384,36.32597369802098
863,50.01097542952236,36.32655613478483
406,50.01154583330965,36.32729580037624
360,50.01155701763014,36.32859674162048
493,50.010810458532674,36.328675059113124
558,50.01000796447086,36.329632273373576
493,50.01014218043456,36.330924512660616
360,50.01048610713686,36.33188607795527
740,50.0093620448798,36.331742495755535
278,50.0098793404723,36.3326213924915
367,50.009244604018946,36.33308694668448
648,50.00591950027971,36.346541718262
278,50.00485917927056,36.346243609241355
324,50.004296725333624,36.347097746545664
324,50.003977796001124,36.34811698598356
324,50.0033709624539,36.3487821737952
272,50.004645039260886,36.34811370229428
385,50.00203274557892,36.353416587184746
385,50.00238271991642,36.351986969705656
385,50.00215859871289,36.35271653059554
98,50.002299257414045,36.35412967385924
463,50.005704256293555,36.3373297538212
308,50.00485693348307,36.337403720383236
154,50.00438432779522,36.33661184309665
180,50.00222202415657,36.355611585154016
180,50.00273800148212,36.35581136697663
154,50.00549831017971,36.33905653533968
308,50.00501801601096,36.3386970440168
154,50.00525720722064,36.33979325641544
154,50.00501150738665,36.34060339030633
231,50.004679566546095,36.339605912932626
308,50.003351910263135,36.34423549601312
154,50.00312066930739,36.345364534359135
182,50.00264314381706,36.34649649770788
154,50.00106210480662,36.34749629309374
308,50.001394070631534,36.34859503717925
308,50.0006061964966,36.34872366585752
185,50.001060212308424,36.34958696476576
185,49.999983179499004,36.352770985201346
139,49.999873852653074,36.35384234117233
139,49.99651647652865,36.36202171968494
139,49.9960450172949,36.36201115190735
139,49.99615926925771,36.36268930618628
385,49.99567733279335,36.3628527546715
154,49.99559402191568,36.364292235877016
385,49.99502893812199,36.36408352113634
154,49.99510496666573,36.36258243630344
154,49.99490213537132,36.36544453624109
385,49.99431729482832,36.3650806368643
154,49.99442842305514,36.36365419917213
154,49.994200593674364,36.36661123480448
385,49.99369802766931,36.36653827095022
154,49.99377843858307,36.36474544481704
154,49.993654965764534,36.36761280149513
542,50.01568029327914,36.33111797342612
740,50.01487682511676,36.33228850234563
370,50.01425258453578,36.3309987452159
164,50.01401252622682,36.332105099826215
164,50.01628152657029,36.33276120064726
164,50.016461249521406,36.332397960969764
491,50.01692572520341,36.33235073981169
810,50.01462416837185,36.33449218698819
278,50.012944732452816,36.333441651586796
278,50.01575777450177,36.33446643436914
154,50.01709547164044,36.33360060976811
370,50.017782714406955,36.3338743631434
465,50.017120016201424,36.33450463251343
278,50.01623800622583,36.335434977544686
278,50.01597830021481,36.33375730619411
740,50.013668911980794,36.3358317652776
